ticker,price
AACB,10.59000015258789
AAGH,0.0001999999949475
AAPI,0.0829000025987625
AAQL,0.5509999990463257
AASP,6.5
AATC,5.75
AAUAF,0.1800000071525573
AAWH,0.4460000097751617
AB,36.619998931884766
ABCFF,0.0099999997764825
ABCP,0.2860000133514404
ABPO,0.2339999973773956
ABVEF,0.0109999999403953
ABXXF,15.300000190734863
ACBM,0.0260000005364418
ACGP,33.45000076293945
ACMIF,1.5750000476837158
ACRG,10.859999656677246
ACRL,0.001700000022538
ACUT,0.1599999964237213
ADAPY,0.025000000372529
ADIA,0.1169999986886978
ADMG,0.1480000019073486
ADMQ,0.0410000011324882
ADMT,0.0399999991059303
ADNH,0.0010999999940395
ADOOY,7.300000190734863
ADTI,3.049999952316284
ADTX,0.006000000052154
AEGXF,31.07999992370605
AERA,0.2000000029802322
AERG,1.190000057220459
AETN,0.1599999964237213
AGLY,0.0170000009238719
AGSS,0.0184000004082918
AGTX,0.0199999995529651
AHII,9.999999747378752e-05
AHL-PD,20.899999618530277
AHNRF,0.270000010728836
AHRO,0.0005000000237487
AIBT,0.0005000000237487
AIRJW,1.2999999523162842
AITX,0.0063000000081956
AIXN,0.2599999904632568
AKO-A,24.399999618530277
AKZOY,23.65999984741211
ALDA,1.0
ALDS,0.6800000071525574
ALMMF,1.090000033378601
ALMP,2.75
ALPIB,49.79999923706055
ALRTF,0.0170000009238719
ALTB,10.0
ALTUF,0.1694999933242797
ALTX,0.1700000017881393
ALYAF,0.7300000190734863
AMBIQ,9.999999747378752e-05
AMEGF,0.9113199710845948
AMFN,0.1599999964237213
AMLIF,0.3100000023841858
AMLM,0.0798999965190887
AMRQF,1.4199999570846558
AMX,23.75
ANEB,0.3300000131130218
ANG-PD,23.18000030517578
ANKM,6.0
ANNSF,32.27399826049805
ANPCF,0.0198999997228384
ANVI,2.4600000381469727
AOAO,3.549999952316284
AOXY,0.0759999975562095
APAAF,0.1430000066757202
APCX,0.3549999892711639
APGH,0.0450000017881393
APGOF,2.390000104904175
APHP,0.1000000014901161
APSI,0.0099999997764825
APTN,6.269999980926514
APXCF,1.0700000524520874
AREB,0.1550000011920929
ARLP,26.46999931335449
ARLSF,0.722100019454956
ARRKF,1.1100000143051147
ARRT,0.2709999978542328
ARSTY,15.864999771118164
ARZTF,56.0
ASCIX,20.690000534057617
ASFH,0.1360000073909759
ASFT,0.25
ASII,9.999999747378752e-05
ASNS,0.0430000014603138
ATCMF,0.1720000058412552
ATDRF,6.500100135803223
ATH-PA,23.86000061035156
ATMH,0.0592000000178813
ATMP,36.43999862670898
ATXI,0.4099999964237213
AUGCF,0.1740999966859817
AUSI,0.1899999976158142
AUXXF,0.5210000276565552
AVAI,0.1230000033974647
AVB,68.13999938964844
AVCRF,0.025000000372529
AVLNF,6.98199987411499
AVNI,9.999999747378752e-05
AVPMF,0.0240000002086162
AWCA,0.050000000745058
AWHL,0.270000010728836
AWLIF,0.1174999997019767
AWLRF,0.6700000166893005
AXICY,10.5
AXIM,0.003000000026077
AXREF,0.800000011920929
AYRWF,0.0037000000011175
AZASF,0.6190000176429749
AZZTF,0.2380000054836273
BABB,0.8299999833106995
BAESY,114.61000061035156
BAKR,5.5
BASA,0.0170000009238719
BBXIB,5.0
BCOW,17.670000076293945
BCTF,15.649999618530272
BCUFF,0.0540000014007091
BDRY,15.0649995803833
BEOB,68.5
BETRF,0.270000010728836
BEWFF,0.5410000085830688
BHSIF,0.050000000745058
BISA,0.0397999994456768
BJGPY,13.0
BLNC,1.5499999523162842
BLTH,3.75
BMBN,42.650001525878906
BMDPF,13.920000076293944
BMRRY,13.390000343322754
BMWKY,22.549999237060547
BNIGF,0.0063999998383224
BRKCF,0.1180000007152557
BRLL,0.4000000059604645
BSPA,82.91999816894531
BSPK,0.00089999998454
BTDPY,8.720000267028809
BXSY,18.270000457763672
CBDW,0.0001999999949475
